Country,Region,GNI,Sex,Indicator,2013,2014,2015,2016,2017,2018
Austria,Europe,High,female,Mean performance on the reading scale. Female,NaN,NaN,495.0751911,544,NaN,NaN
Austria,Europe,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,20.2291595,6,NaN,NaN
Austria,Europe,High,male,Mean performance on the reading scale. Male,NaN,NaN,474.8460316,538,NaN,NaN
Austria,Europe,High,female,Mean performance on the science scale. Female,NaN,NaN,485.5267543,NaN,NaN,NaN
Austria,Europe,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,-18.844443,NaN,NaN,NaN
Austria,Europe,High,male,Mean performance on the science scale. Male,NaN,NaN,504.3711973,NaN,NaN,NaN
Austria,Europe,High,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Austria,Europe,High,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Austria,Europe,High,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,female,"Adult illiterate population, 15+ years, % female",69.123,68.25346,68.50709,68.52557,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",0.99851,0.99857,0.99854,0.99855,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,both,Learning poverty: gender difference (%),NaN,NaN,NaN,-3.51922798,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,21.44451904,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,24.96374702,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",99.71682,99.71966,99.71714,99.71955,99.72199,NaN
Azerbaijan,Post-communist,Upper-Middle,both,"Literacy rate, adult gender difference (%)",-0.1491,-0.14235,-0.14549,-0.1445,-0.14176,NaN
Azerbaijan,Post-communist,Upper-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",99.86592,99.86201,99.86263,99.86405,99.86375,NaN
Azerbaijan,Post-communist,Upper-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",0.9995,0.9996,0.99956,0.99954,0.99952,NaN
Azerbaijan,Post-communist,Upper-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",99.9267,99.93638,99.92011,99.91648,99.91311,NaN
Azerbaijan,Post-communist,Upper-Middle,both,"Literacy rate, youth gender difference (%)",-0.05017,-0.03986,-0.04356,-0.0459,-0.04754,NaN
Azerbaijan,Post-communist,Upper-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",99.97687,99.97624,99.96367,99.96238,99.96065,NaN
Azerbaijan,Post-communist,Upper-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,479,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,13,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,466,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,female,"Youth illiterate population, 15-24 years, % female",75.30672,71.782,67.33711,67.27042,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,male,"Youth illiterate population, 15-24 years, % male",24.66585662,28.19444444,32.64864865,32.72138229,NaN,NaN
Azerbaijan,Post-communist,Upper-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",50.64086338,43.58755556,34.68846135,34.54903771,NaN,NaN
Bahrain,Middle East and North Africa,High,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,48.03841,NaN,NaN
Bahrain,Middle East and North Africa,High,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,0.96954,NaN,NaN
Bahrain,Middle East and North Africa,High,both,Learning poverty: gender difference (%),NaN,NaN,NaN,-19.95163727,NaN,NaN
Bahrain,Middle East and North Africa,High,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,21.99190521,NaN,NaN
Bahrain,Middle East and North Africa,High,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,41.94354248,NaN,NaN
Bahrain,Middle East and North Africa,High,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,94.28152,94.70737,94.94888
Bahrain,Middle East and North Africa,High,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,-4.2704,-4.05996,-3.81429
Bahrain,Middle East and North Africa,High,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,98.55192,98.76733,98.76317
Bahrain,Middle East and North Africa,High,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,0.98894,0.99094,0.99325
Bahrain,Middle East and North Africa,High,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,98.85029,99.08393,99.30134
Bahrain,Middle East and North Africa,High,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,-1.10544,-0.90567,-0.6748
Bahrain,Middle East and North Africa,High,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,99.95573,99.9896,99.97614
Bahrain,Middle East and North Africa,High,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Bahrain,Middle East and North Africa,High,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Bahrain,Middle East and North Africa,High,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Bahrain,Middle East and North Africa,High,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,468,NaN,NaN
Bahrain,Middle East and North Africa,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,44,NaN,NaN
Bahrain,Middle East and North Africa,High,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,424,NaN,NaN
Bahrain,Middle East and North Africa,High,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Bahrain,Middle East and North Africa,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Bahrain,Middle East and North Africa,High,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Bahrain,Middle East and North Africa,High,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,36.77265,NaN,NaN
Bahrain,Middle East and North Africa,High,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,63.23191226,NaN,NaN
Bahrain,Middle East and North Africa,High,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,-26.45926226,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,female,"Adult illiterate population, 15+ years, % female",53.88134,53.96015,53.95715,55.0665,55.01731,NaN
Bangladesh,Asia Pacific,Lower-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",0.89995,0.89895,0.91474,0.92434,0.92581,NaN
Bangladesh,Asia Pacific,Lower-Middle,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",57.789,57.86093,62.25299,69.89721,70.0857,71.18194
Bangladesh,Asia Pacific,Lower-Middle,both,"Literacy rate, adult gender difference (%)",-6.42477,-6.50416,-5.80237,-5.72164,-5.61666,-5.48732
Bangladesh,Asia Pacific,Lower-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",64.21377,64.36509,68.05536,75.61885,75.70236,76.66926
Bangladesh,Asia Pacific,Lower-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",1.03367,1.02188,1.03883,1.02893,1.03099,1.03386
Bangladesh,Asia Pacific,Lower-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",86.92579,86.48067,89.53506,93.53532,94.37776,94.91259
Bangladesh,Asia Pacific,Lower-Middle,both,"Literacy rate, youth gender difference (%)",2.83129,1.85199,3.34711,2.62997,2.83647,3.10887
Bangladesh,Asia Pacific,Lower-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",84.0945,84.62868,86.18795,90.90535,91.54129,91.80372
Bangladesh,Asia Pacific,Lower-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Bangladesh,Asia Pacific,Lower-Middle,female,"Youth illiterate population, 15-24 years, % female",44.42755,46.00478,42.2296,40.65508,39.02731,NaN
Bangladesh,Asia Pacific,Lower-Middle,male,"Youth illiterate population, 15-24 years, % male",55.57243492,53.99522971,57.77039074,59.34494424,60.97268426,NaN
Bangladesh,Asia Pacific,Lower-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",-11.14488492,-7.990449709,-15.54079074,-18.68986424,-21.94537426,NaN
Barbados,Americas,High,female,"Adult illiterate population, 15+ years, % female",NaN,52.83644,NaN,NaN,NaN,NaN
Barbados,Americas,High,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,1,NaN,NaN,NaN,NaN
Barbados,Americas,High,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,99.6,NaN,NaN,NaN,NaN
Barbados,Americas,High,both,"Literacy rate, adult gender difference (%)",NaN,0,NaN,NaN,NaN,NaN
Barbados,Americas,High,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,99.6,NaN,NaN,NaN,NaN
Barbados,Americas,High,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,0.9998,NaN,NaN,NaN,NaN
Barbados,Americas,High,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,99.9,NaN,NaN,NaN,NaN
Barbados,Americas,High,both,"Literacy rate, youth gender difference (%)",NaN,-0.02,NaN,NaN,NaN,NaN
Barbados,Americas,High,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,99.92,NaN,NaN,NaN,NaN
Barbados,Americas,High,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Barbados,Americas,High,female,"Youth illiterate population, 15-24 years, % female",NaN,55.46291,NaN,NaN,NaN,NaN
Barbados,Americas,High,male,"Youth illiterate population, 15-24 years, % male",NaN,45.45454545,NaN,NaN,NaN,NaN
Barbados,Americas,High,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,10.00836455,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,both,Learning poverty: gender difference (%),NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,99.72518
Belarus,Post-communist,Upper-Middle,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,-0.0688
Belarus,Post-communist,Upper-Middle,male,"Literacy rate, adult male (% of males ages 15 and above)",NaN,NaN,NaN,NaN,NaN,99.79398
Belarus,Post-communist,Upper-Middle,both,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,1.0004
Belarus,Post-communist,Upper-Middle,female,"Literacy rate, youth female (% of females ages 15-24)",NaN,NaN,NaN,NaN,NaN,99.87
Belarus,Post-communist,Upper-Middle,both,"Literacy rate, youth gender difference (%)",NaN,NaN,NaN,NaN,NaN,0.04
Belarus,Post-communist,Upper-Middle,male,"Literacy rate, youth male (% of males ages 15-24)",NaN,NaN,NaN,NaN,NaN,99.83
Belarus,Post-communist,Upper-Middle,female,Mean performance on the mathematics scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,both,Mean performance on the mathematics scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,male,Mean performance on the mathematics scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,female,Mean performance on the reading scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,both,Mean performance on the reading scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,male,Mean performance on the reading scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,female,Mean performance on the science scale. Female,NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,both,Mean performance on the science scale. Gender Difference,NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,male,Mean performance on the science scale. Male,NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,female,"Youth illiterate population, 15-24 years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,male,"Youth illiterate population, 15-24 years, % male",NaN,NaN,NaN,NaN,NaN,NaN
Belarus,Post-communist,Upper-Middle,female,"Youth illiterate population, 15-24 years, gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
Belgium,Europe,High,female,"Adult illiterate population, 15+ years, % female",NaN,NaN,NaN,NaN,NaN,NaN
Belgium,Europe,High,both,"Adult literacy rate, population 15+ years, gender parity index (GPI)",NaN,NaN,NaN,NaN,NaN,NaN
Belgium,Europe,High,both,Learning poverty: gender difference (%),NaN,NaN,NaN,-2.551889419,NaN,NaN
Belgium,Europe,High,female,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,5.100761414,NaN,NaN
Belgium,Europe,High,male,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),NaN,NaN,NaN,7.652650833,NaN,NaN
Belgium,Europe,High,female,"Literacy rate, adult female (% of females ages 15 and above)",NaN,NaN,NaN,NaN,NaN,NaN
Belgium,Europe,High,both,"Literacy rate, adult gender difference (%)",NaN,NaN,NaN,NaN,NaN,NaN
