Country,Region,Gross National Income (GNI),Sex,Indicator,2013,2014,2015,2016,2017,2018
San Marino,Europe,High,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,Proportion of seats held by women in national parliaments (%),18.2,18.2,18.2,18.2,18.2,18.2
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,Proportion of women in managerial positions,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,Proportion of women in ministerial level positions (%),NaN,15.4,7.7,18.2,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Sao Tome and Principe,Sub Saharan Africa,Lower-Middle,both,Political Empowerment Score,NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,Political Empowerment Score,0.0769,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,Proportion of seats held by women in national parliaments (%),19.9,19.9,19.9,19.9,19.9,19.9
Saudi Arabia,Middle East and North Africa,High,female,Proportion of women in managerial positions,6.8,5.7,5.8,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,Proportion of women in ministerial level positions (%),NaN,0,0,0,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Saudi Arabia,Middle East and North Africa,High,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,Political Empowerment Score,0.3286,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,Proportion of seats held by women in national parliaments (%),42.7,43.3,42.7,42.7,41.8,41.8
Senegal,Sub Saharan Africa,Lower-Middle,female,Proportion of women in managerial positions,NaN,NaN,23.2,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,Proportion of women in ministerial level positions (%),NaN,16.1,20,20,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Senegal,Sub Saharan Africa,Lower-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,female,Political Empowerment Score,0.2089,NaN,NaN,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,female,Proportion of seats held by women in national parliaments (%),33.2,34,34,34,34.4,34.4
Serbia,Post-communist,Upper-Middle,female,Proportion of women in managerial positions,31.5,29.8,29.2,29.4,30.7,NaN
Serbia,Post-communist,Upper-Middle,female,Proportion of women in ministerial level positions (%),NaN,9.1,22.2,26.3,NaN,NaN
Serbia,Post-communist,Upper-Middle,female,Proportion of women in senior and middle management positions,32.7,31.5,31.5,30.9,30.3,NaN
Serbia,Post-communist,Upper-Middle,female,Share of female judges,70,70,70,NaN,NaN,NaN
Serbia,Post-communist,Upper-Middle,female,Share of female police officers,12,23,23,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,female,Proportion of seats held by women in national parliaments (%),43.8,43.8,43.8,21.2,21.2,21.2
Seychelles,Sub Saharan Africa,High,female,Proportion of women in managerial positions,NaN,49,48,45.5,46.8,NaN
Seychelles,Sub Saharan Africa,High,female,Proportion of women in ministerial level positions (%),NaN,23.1,25,30.8,NaN,NaN
Seychelles,Sub Saharan Africa,High,female,Proportion of women in senior and middle management positions,NaN,44.9,49,43.8,44.5,NaN
Seychelles,Sub Saharan Africa,High,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Seychelles,Sub Saharan Africa,High,both,Political Empowerment Score,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,Proportion of seats held by women in national parliaments (%),12.4,12.1,12.4,12.4,12.4,12.3
Sierra Leone,Sub Saharan Africa,Low,female,Proportion of women in managerial positions,NaN,37.9,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,Proportion of women in ministerial level positions (%),NaN,10.3,6.9,13.8,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Sierra Leone,Sub Saharan Africa,Low,both,Political Empowerment Score,NaN,NaN,NaN,NaN,NaN,NaN
Singapore,Asia Pacific,High,female,Political Empowerment Score,0.0989,NaN,NaN,NaN,NaN,NaN
Singapore,Asia Pacific,High,female,Proportion of seats held by women in national parliaments (%),24.2,25.3,23.9,23.8,23,23
Singapore,Asia Pacific,High,female,Proportion of women in managerial positions,33.7,33.9,34,NaN,34.5,NaN
Singapore,Asia Pacific,High,female,Proportion of women in ministerial level positions (%),NaN,5.9,5.6,5.3,NaN,NaN
Singapore,Asia Pacific,High,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Singapore,Asia Pacific,High,female,Share of female judges,45,41,38,NaN,NaN,NaN
Singapore,Asia Pacific,High,female,Share of female police officers,17,18,18,NaN,NaN,NaN
Slovakia,Post-communist,High,female,Political Empowerment Score,0.1284,NaN,NaN,NaN,NaN,NaN
Slovakia,Post-communist,High,female,Proportion of seats held by women in national parliaments (%),18.7,18.7,18.7,20,20,20
Slovakia,Post-communist,High,female,Proportion of women in managerial positions,32.7,30,31.3,35,32.8,NaN
Slovakia,Post-communist,High,female,Proportion of women in ministerial level positions (%),NaN,7.1,0,14.3,NaN,NaN
Slovakia,Post-communist,High,female,Proportion of women in senior and middle management positions,30.3,28.2,27.8,34.3,30.3,NaN
Slovakia,Post-communist,High,female,Share of female judges,63,63,63,NaN,NaN,NaN
Slovakia,Post-communist,High,female,Share of female police officers,16,17,17,NaN,NaN,NaN
Slovenia,Post-communist,High,female,Political Empowerment Score,0.1702,NaN,NaN,NaN,NaN,NaN
Slovenia,Post-communist,High,female,Proportion of seats held by women in national parliaments (%),32.2,35.6,36.7,36.7,36.7,24.4
Slovenia,Post-communist,High,female,Proportion of women in managerial positions,37,37.6,37.4,40.8,41.2,NaN
Slovenia,Post-communist,High,female,Proportion of women in ministerial level positions (%),NaN,18.2,43.8,50,NaN,NaN
Slovenia,Post-communist,High,female,Proportion of women in senior and middle management positions,38.6,36.5,37,41.8,41.9,NaN
Slovenia,Post-communist,High,female,Share of female judges,78,78,78,NaN,NaN,NaN
Slovenia,Post-communist,High,female,Share of female police officers,15,16,13,NaN,NaN,NaN
South Africa,Sub Saharan Africa,Upper-Middle,female,Political Empowerment Score,0.3919,NaN,NaN,NaN,NaN,NaN
South Africa,Sub Saharan Africa,Upper-Middle,female,Proportion of seats held by women in national parliaments (%),42.3,41.5,42,41.8,42,42.3
South Africa,Sub Saharan Africa,Upper-Middle,female,Proportion of women in managerial positions,30,31.1,30.8,31.6,32.1,NaN
South Africa,Sub Saharan Africa,Upper-Middle,female,Proportion of women in ministerial level positions (%),NaN,37.1,41.7,41.7,NaN,NaN
South Africa,Sub Saharan Africa,Upper-Middle,female,Proportion of women in senior and middle management positions,33.1,34.3,33.9,35.7,35.5,NaN
South Africa,Sub Saharan Africa,Upper-Middle,female,Share of female judges,37,37,43,NaN,NaN,NaN
South Africa,Sub Saharan Africa,Upper-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
South Korea,Asia Pacific,High,female,Political Empowerment Score,0.1046,NaN,NaN,NaN,NaN,NaN
South Korea,Asia Pacific,High,female,Proportion of seats held by women in national parliaments (%),15.7,16.3,16.3,17,17,17
South Korea,Asia Pacific,High,female,Proportion of women in managerial positions,11.4,11.1,10.4,9.8,12.3,NaN
South Korea,Asia Pacific,High,female,Proportion of women in ministerial level positions (%),NaN,11.8,5.9,9.1,NaN,NaN
South Korea,Asia Pacific,High,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
South Korea,Asia Pacific,High,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
South Korea,Asia Pacific,High,female,Share of female police officers,8,NaN,NaN,NaN,NaN,NaN
Spain,Europe,High,female,Political Empowerment Score,0.2841,NaN,NaN,NaN,NaN,NaN
Spain,Europe,High,female,Proportion of seats held by women in national parliaments (%),36,39.7,41.1,39.1,39.1,39.1
Spain,Europe,High,female,Proportion of women in managerial positions,30.8,30.9,31.4,31.2,30.6,NaN
Spain,Europe,High,female,Proportion of women in ministerial level positions (%),NaN,30.8,30.8,38.5,NaN,NaN
Spain,Europe,High,female,Proportion of women in senior and middle management positions,29.3,29.4,30.4,30.3,30.9,NaN
Spain,Europe,High,female,Share of female judges,51,52,52,NaN,NaN,NaN
Spain,Europe,High,female,Share of female police officers,11,11,11,NaN,NaN,NaN
Sri Lanka,Asia Pacific,Upper-Middle,female,Political Empowerment Score,0.2744,NaN,NaN,NaN,NaN,NaN
Sri Lanka,Asia Pacific,Upper-Middle,female,Proportion of seats held by women in national parliaments (%),5.8,5.8,4.9,5.8,5.8,5.8
Sri Lanka,Asia Pacific,Upper-Middle,female,Proportion of women in managerial positions,29,24.8,NaN,NaN,27.6,NaN
Sri Lanka,Asia Pacific,Upper-Middle,female,Proportion of women in ministerial level positions (%),NaN,2.9,7.1,4.3,NaN,NaN
Sri Lanka,Asia Pacific,Upper-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Sri Lanka,Asia Pacific,Upper-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Sri Lanka,Asia Pacific,Upper-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
State of Palestine,Middle East and North Africa,Lower-Middle,female,Proportion of seats held by women in national parliaments (%),NaN,NaN,NaN,NaN,NaN,NaN
State of Palestine,Middle East and North Africa,Lower-Middle,female,Proportion of women in managerial positions,15,15.2,15.4,19.3,15.9,NaN
State of Palestine,Middle East and North Africa,Lower-Middle,female,Proportion of women in ministerial level positions (%),NaN,NaN,NaN,NaN,NaN,NaN
State of Palestine,Middle East and North Africa,Lower-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
State of Palestine,Middle East and North Africa,Lower-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
State of Palestine,Middle East and North Africa,Lower-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
State of Palestine,Middle East and North Africa,Lower-Middle,both,Political Empowerment Score,NaN,NaN,NaN,NaN,NaN,NaN
Sudan,Sub Saharan Africa,Lower-Middle,female,Proportion of seats held by women in national parliaments (%),24.6,24.3,30.5,30.5,30.5,30.5
Sudan,Sub Saharan Africa,Lower-Middle,female,Proportion of women in ministerial level positions (%),NaN,16.1,15.2,11.4,NaN,NaN
Sudan,Sub Saharan Africa,Lower-Middle,both,Political Empowerment Score,NaN,NaN,NaN,NaN,NaN,NaN
Sudan,Sub Saharan Africa,Lower-Middle,female,Proportion of women in managerial positions,NaN,NaN,NaN,NaN,NaN,NaN
Sudan,Sub Saharan Africa,Lower-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Sudan,Sub Saharan Africa,Lower-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Sudan,Sub Saharan Africa,Lower-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Suriname,Americas,Upper-Middle,female,Political Empowerment Score,0.0723,NaN,NaN,NaN,NaN,NaN
Suriname,Americas,Upper-Middle,female,Proportion of seats held by women in national parliaments (%),11.8,11.8,25.5,25.5,25.5,25.5
Suriname,Americas,Upper-Middle,female,Proportion of women in managerial positions,35.8,NaN,37.3,NaN,NaN,NaN
Suriname,Americas,Upper-Middle,female,Proportion of women in ministerial level positions (%),NaN,5.6,5.6,22.2,NaN,NaN
Suriname,Americas,Upper-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Suriname,Americas,Upper-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Suriname,Americas,Upper-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Sweden,Europe,High,female,Political Empowerment Score,0.4976,NaN,NaN,NaN,NaN,NaN
Sweden,Europe,High,female,Proportion of seats held by women in national parliaments (%),44.7,44.7,43.6,43.6,43.6,46.1
Sweden,Europe,High,female,Proportion of women in managerial positions,35.4,37.1,39.6,39.3,38.9,NaN
Sweden,Europe,High,female,Proportion of women in ministerial level positions (%),NaN,56.5,52.2,52.2,NaN,NaN
Sweden,Europe,High,female,Proportion of women in senior and middle management positions,35.5,37.5,39.8,39.5,39.5,NaN
Sweden,Europe,High,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Sweden,Europe,High,female,Share of female police officers,30,31,31,NaN,NaN,NaN
Switzerland,Europe,High,female,Political Empowerment Score,0.361,NaN,NaN,NaN,NaN,NaN
Switzerland,Europe,High,female,Proportion of seats held by women in national parliaments (%),29,31,32,32,32.5,32.5
Switzerland,Europe,High,female,Proportion of women in managerial positions,33.4,34.4,35.6,35.9,33.9,NaN
Switzerland,Europe,High,female,Proportion of women in ministerial level positions (%),NaN,42.9,42.9,28.6,NaN,NaN
Switzerland,Europe,High,female,Proportion of women in senior and middle management positions,31.2,31.2,32.9,33.8,30.5,NaN
Switzerland,Europe,High,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Switzerland,Europe,High,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Syria,Middle East and North Africa,Low,female,Political Empowerment Score,0.0697,NaN,NaN,NaN,NaN,NaN
Syria,Middle East and North Africa,Low,female,Proportion of seats held by women in national parliaments (%),12,12,12.4,13.2,13.2,13.2
Syria,Middle East and North Africa,Low,female,Proportion of women in managerial positions,NaN,NaN,NaN,NaN,NaN,NaN
Syria,Middle East and North Africa,Low,female,Proportion of women in ministerial level positions (%),NaN,8.8,5.9,6.1,NaN,NaN
Syria,Middle East and North Africa,Low,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Syria,Middle East and North Africa,Low,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Syria,Middle East and North Africa,Low,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Tajikistan,Post-communist,Low,female,Political Empowerment Score,0.0891,NaN,NaN,NaN,NaN,NaN
Tajikistan,Post-communist,Low,female,Proportion of seats held by women in national parliaments (%),19,16.9,19,19,19,19
Tajikistan,Post-communist,Low,female,Proportion of women in managerial positions,NaN,NaN,NaN,NaN,NaN,NaN
Tajikistan,Post-communist,Low,female,Proportion of women in ministerial level positions (%),NaN,11.1,11.1,5.9,NaN,NaN
Tajikistan,Post-communist,Low,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Tajikistan,Post-communist,Low,female,Share of female judges,NaN,NaN,16,NaN,NaN,NaN
Tajikistan,Post-communist,Low,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Tanzania,Sub Saharan Africa,Low,female,Political Empowerment Score,0.2684,NaN,NaN,NaN,NaN,NaN
Tanzania,Sub Saharan Africa,Low,female,Proportion of seats held by women in national parliaments (%),36,36,36,36.6,36.4,37.2
Tanzania,Sub Saharan Africa,Low,female,Proportion of women in managerial positions,NaN,23.3,NaN,NaN,NaN,NaN
Tanzania,Sub Saharan Africa,Low,female,Proportion of women in ministerial level positions (%),NaN,36.7,32.3,20,NaN,NaN
Tanzania,Sub Saharan Africa,Low,female,Proportion of women in senior and middle management positions,NaN,17.3,NaN,NaN,NaN,NaN
Tanzania,Sub Saharan Africa,Low,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Tanzania,Sub Saharan Africa,Low,female,Share of female police officers,19,19,20,NaN,NaN,NaN
Thailand,Asia Pacific,Upper-Middle,female,Political Empowerment Score,0.0992,NaN,NaN,NaN,NaN,NaN
Thailand,Asia Pacific,Upper-Middle,female,Proportion of seats held by women in national parliaments (%),15.8,6.1,6.1,6.1,4.8,5.3
Thailand,Asia Pacific,Upper-Middle,female,Proportion of women in managerial positions,33,32.7,32.8,32.7,NaN,NaN
Thailand,Asia Pacific,Upper-Middle,female,Proportion of women in ministerial level positions (%),NaN,8.3,4.2,11.1,NaN,NaN
Thailand,Asia Pacific,Upper-Middle,female,Proportion of women in senior and middle management positions,27.1,29.4,29.8,29.5,NaN,NaN
Thailand,Asia Pacific,Upper-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Thailand,Asia Pacific,Upper-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Timor-Leste,Asia Pacific,Lower-Middle,female,Proportion of seats held by women in national parliaments (%),38.5,38.5,38.5,38.5,32.3,33.8
Timor-Leste,Asia Pacific,Lower-Middle,female,Proportion of women in managerial positions,32.9,NaN,NaN,NaN,NaN,NaN
Timor-Leste,Asia Pacific,Lower-Middle,female,Proportion of women in ministerial level positions (%),NaN,11.8,12.5,18.8,NaN,NaN
Timor-Leste,Asia Pacific,Lower-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Timor-Leste,Asia Pacific,Lower-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Timor-Leste,Asia Pacific,Lower-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Timor-Leste,Asia Pacific,Lower-Middle,both,Political Empowerment Score,NaN,NaN,NaN,NaN,NaN,NaN
Togo,Sub Saharan Africa,Low,female,Proportion of seats held by women in national parliaments (%),15.4,17.6,17.6,17.6,17.6,17.6
Togo,Sub Saharan Africa,Low,female,Proportion of women in managerial positions,NaN,NaN,29.8,NaN,NaN,NaN
Togo,Sub Saharan Africa,Low,female,Proportion of women in ministerial level positions (%),NaN,21.4,20.7,20,NaN,NaN
Togo,Sub Saharan Africa,Low,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Togo,Sub Saharan Africa,Low,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Togo,Sub Saharan Africa,Low,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Togo,Sub Saharan Africa,Low,both,Political Empowerment Score,NaN,NaN,NaN,NaN,NaN,NaN
Trinidad and Tobago,Americas,High,female,Political Empowerment Score,0.2092,NaN,NaN,NaN,NaN,NaN
Trinidad and Tobago,Americas,High,female,Proportion of seats held by women in national parliaments (%),28.6,28.6,31,31,31,31
Trinidad and Tobago,Americas,High,female,Proportion of women in managerial positions,43.9,43.8,41.9,44.5,NaN,NaN
Trinidad and Tobago,Americas,High,female,Proportion of women in ministerial level positions (%),NaN,6.5,9.7,28.6,NaN,NaN
Trinidad and Tobago,Americas,High,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Trinidad and Tobago,Americas,High,female,Share of female judges,48,58,58,NaN,NaN,NaN
Trinidad and Tobago,Americas,High,female,Share of female police officers,23,25,25,NaN,NaN,NaN
Tunisia,Middle East and North Africa,Lower-Middle,female,Proportion of seats held by women in national parliaments (%),26.7,31.3,31.3,31.3,31.3,31.3
Tunisia,Middle East and North Africa,Lower-Middle,female,Proportion of women in managerial positions,NaN,NaN,NaN,NaN,NaN,NaN
Tunisia,Middle East and North Africa,Lower-Middle,female,Proportion of women in ministerial level positions (%),NaN,3.7,10.5,23.1,NaN,NaN
Tunisia,Middle East and North Africa,Lower-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Tunisia,Middle East and North Africa,Lower-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Tunisia,Middle East and North Africa,Lower-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Tunisia,Middle East and North Africa,Lower-Middle,both,Political Empowerment Score,NaN,NaN,NaN,NaN,NaN,NaN
Turkey,Middle East and North Africa,Upper-Middle,female,Political Empowerment Score,0.0868,NaN,NaN,NaN,NaN,NaN
Turkey,Middle East and North Africa,Upper-Middle,female,Proportion of seats held by women in national parliaments (%),14.4,14.4,14.9,14.9,14.6,17.4
Turkey,Middle East and North Africa,Upper-Middle,female,Proportion of women in managerial positions,14.4,13.4,13.2,15.1,15,NaN
Turkey,Middle East and North Africa,Upper-Middle,female,Proportion of women in ministerial level positions (%),NaN,4,4,3.8,NaN,NaN
Turkey,Middle East and North Africa,Upper-Middle,female,Proportion of women in senior and middle management positions,16.6,15.5,14.4,16.7,17.3,NaN
Turkey,Middle East and North Africa,Upper-Middle,female,Share of female judges,35,35,NaN,NaN,NaN,NaN
Turkey,Middle East and North Africa,Upper-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Turkmenistan,Post-communist,Upper-Middle,female,Proportion of seats held by women in national parliaments (%),16.8,26.4,25.8,25.8,25.8,24.8
Turkmenistan,Post-communist,Upper-Middle,female,Proportion of women in ministerial level positions (%),NaN,8.8,5.7,2.9,NaN,NaN
Turkmenistan,Post-communist,Upper-Middle,both,Political Empowerment Score,NaN,NaN,NaN,NaN,NaN,NaN
Turkmenistan,Post-communist,Upper-Middle,female,Proportion of women in managerial positions,NaN,NaN,NaN,NaN,NaN,NaN
Turkmenistan,Post-communist,Upper-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Turkmenistan,Post-communist,Upper-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Turkmenistan,Post-communist,Upper-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Uganda,Sub Saharan Africa,Low,female,Political Empowerment Score,0.2839,NaN,NaN,NaN,NaN,NaN
Uganda,Sub Saharan Africa,Low,female,Proportion of seats held by women in national parliaments (%),35,35,35,33.5,34.3,34.3
Uganda,Sub Saharan Africa,Low,female,Proportion of women in managerial positions,25.3,NaN,NaN,NaN,31.8,NaN
Uganda,Sub Saharan Africa,Low,female,Proportion of women in ministerial level positions (%),NaN,32.1,29.6,36.7,NaN,NaN
Uganda,Sub Saharan Africa,Low,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Uganda,Sub Saharan Africa,Low,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Uganda,Sub Saharan Africa,Low,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Ukraine,Post-communist,Lower-Middle,female,Political Empowerment Score,0.0587,NaN,NaN,NaN,NaN,NaN
Ukraine,Post-communist,Lower-Middle,female,Proportion of seats held by women in national parliaments (%),9.4,11.7,12.1,12,12.3,12.3
Ukraine,Post-communist,Lower-Middle,female,Proportion of women in managerial positions,38.3,37.8,39.6,40.9,41.1,NaN
Ukraine,Post-communist,Lower-Middle,female,Proportion of women in ministerial level positions (%),NaN,14.3,10.5,13,NaN,NaN
Ukraine,Post-communist,Lower-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Ukraine,Post-communist,Lower-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Ukraine,Post-communist,Lower-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
United Kingdom,Europe,High,female,Political Empowerment Score,0.2747,NaN,NaN,NaN,NaN,NaN
United Kingdom,Europe,High,female,Proportion of seats held by women in national parliaments (%),22.5,22.6,29.4,29.6,32,32.2
United Kingdom,Europe,High,female,Proportion of women in managerial positions,34,35.3,35.4,36,36.2,NaN
United Kingdom,Europe,High,female,Proportion of women in ministerial level positions (%),NaN,15.6,22.7,30.8,NaN,NaN
United Kingdom,Europe,High,female,Proportion of women in senior and middle management positions,32.3,32.9,32.4,33.8,34.4,NaN
United Kingdom,Europe,High,female,Share of female judges,48,48,48,NaN,NaN,NaN
United Kingdom,Europe,High,female,Share of female police officers,28,28,29,NaN,NaN,NaN
United States of America,Americas,High,female,Political Empowerment Score,0.1593,NaN,NaN,NaN,NaN,NaN
United States of America,Americas,High,female,Proportion of seats held by women in national parliaments (%),17.9,19.3,19.4,19.4,19.4,19.6
United States of America,Americas,High,female,Proportion of women in managerial positions,38.9,39,39.6,39.7,40.5,NaN
United States of America,Americas,High,female,Proportion of women in ministerial level positions (%),NaN,31.8,26.1,NaN,NaN,NaN
United States of America,Americas,High,female,Proportion of women in senior and middle management positions,38.8,38.7,39.3,39.7,40.4,NaN
United States of America,Americas,High,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
United States of America,Americas,High,female,Share of female police officers,12,12,12,NaN,NaN,NaN
Uruguay,Americas,High,female,Political Empowerment Score,0.0617,NaN,NaN,NaN,NaN,NaN
Uruguay,Americas,High,female,Proportion of seats held by women in national parliaments (%),12.1,16.2,16.2,16.2,20.2,20.2
Uruguay,Americas,High,female,Proportion of women in managerial positions,32.9,31,32.8,33.1,34.6,NaN
Uruguay,Americas,High,female,Proportion of women in ministerial level positions (%),NaN,14.3,14.3,35.7,NaN,NaN
Uruguay,Americas,High,female,Proportion of women in senior and middle management positions,34.2,31.8,34,33.7,35.1,NaN
Uruguay,Americas,High,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Uruguay,Americas,High,female,Share of female police officers,20,20,76,NaN,NaN,NaN
Uzbekistan,Post-communist,Lower-Middle,female,Proportion of seats held by women in national parliaments (%),22,22,16,16,16,16
Uzbekistan,Post-communist,Lower-Middle,female,Proportion of women in ministerial level positions (%),NaN,10.5,10.5,NaN,NaN,NaN
Uzbekistan,Post-communist,Lower-Middle,both,Political Empowerment Score,NaN,NaN,NaN,NaN,NaN,NaN
Uzbekistan,Post-communist,Lower-Middle,female,Proportion of women in managerial positions,NaN,NaN,NaN,NaN,NaN,NaN
Uzbekistan,Post-communist,Lower-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Uzbekistan,Post-communist,Lower-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Uzbekistan,Post-communist,Lower-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Vanuatu,Asia Pacific,Lower-Middle,female,Proportion of seats held by women in national parliaments (%),0,0,0,0,0,0
Vanuatu,Asia Pacific,Lower-Middle,female,Proportion of women in managerial positions,NaN,NaN,NaN,NaN,NaN,NaN
Vanuatu,Asia Pacific,Lower-Middle,female,Proportion of women in ministerial level positions (%),NaN,0,0,0,NaN,NaN
Vanuatu,Asia Pacific,Lower-Middle,female,Proportion of women in senior and middle management positions,NaN,NaN,NaN,NaN,NaN,NaN
Vanuatu,Asia Pacific,Lower-Middle,female,Share of female judges,NaN,NaN,NaN,NaN,NaN,NaN
Vanuatu,Asia Pacific,Lower-Middle,female,Share of female police officers,NaN,NaN,NaN,NaN,NaN,NaN
Vanuatu,Asia Pacific,Lower-Middle,both,Political Empowerment Score,NaN,NaN,NaN,NaN,NaN,NaN
